date,description,net_amount,vat_amount,category
06/03/2025,Renewals of Structures,40375.33,0.0,TA Renewal of Structures - Capital
28/03/2025,Corporate Support Services,40362.0,0.0,TA Cost AUC - Programme
18/03/2025,Corporate Support Services,40312.5,0.0,TA Cost AUC – Non SRN
17/03/2025,#,40309.81,0.0,Transport  Consult
20/03/2025,Operate General Management Costs,40291.9,0.0,Gas
20/03/2025,Operate General Other,40290.51,0.0,TA Cost AUC - Programme
19/03/2025,Safety,40286.98,0.0,TA Cost AUC - Programme
05/03/2025,Grant Palmer Limited,40283.21,0.0,Subsidies Private Se
19/03/2025,#,40271.26,0.0,Transport  Consult
03/03/2025,Economic Commercial Analysis (ECA): WP1 Commercial Modelling ,40271.17,0.0,Modelling And Analysis
31/03/2025,Legend 165 Hammar Coastguard Equipment,40200.0,0.0,CG - Rescue Equipment
14/03/2025,OTRC - LEE-ON-THE-SOLENT (FAREHAM) MPTC RATES 24/2,40131.0,0.0,RATES
12/03/2025,It Software Maintenance,40126.8,0.0,It Software Maintenance
14/03/2025,#,40000.0,0.0,Research
28/03/2025,HAZARD PERCEPTION VALIDATION,40000.0,0.0,OTHER PROFESSIONAL FEES
17/03/2025,Renewals of Roads,40000.0,0.0,TA Renewal of Roads - Capital
19/03/2025,Environment Flooding,40000.0,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Technology,40000.0,0.0,TA Cost AUC - Programme
26/03/2025,Renewals of Technology,40000.0,0.0,TA Cost AUC - Programme
17/03/2025,Cultural Heritage,39950.0,0.0,TA Cost AUC - Programme
27/03/2025,Renewals of Roads,39946.59,0.0,TA Renewal of Roads - Capital
13/03/2025,Operate General Management Costs,39888.0,0.0,Contractor Costs
17/03/2025,Costs MAIB 1 Argos Georgia investigation which is being conducted on behalf of St Helena.,39879.04,0.0,Technical Advice
25/03/2025,Newquay Flying Charge February 2025,39864.07,0.0,Aviation Fuel Charge
20/03/2025,Environment Flooding,39856.0,0.0,TA Cost AUC - Programme
14/03/2025,Interim Bill for EWR 2024-25,39840.0,0.0,External Audit (Cash)
04/03/2025,RE-BID FEBRUARY 2025 MILESTONE ON 03 FEBRUARY 2025,39812.0,0.0,TSS (TECHNICAL SERVICE SUPPORT)
13/03/2025,Routine Maintenance,39735.7,0.0,RM Cost Reimbursable
05/03/2025,BRYLAINE TRAVEL LTD,39665.75,0.0,Subsidies Private Se
03/03/2025,Technology Maintenance,39641.21,0.0,CM - Lump Sum Fees
21/03/2025,Winter Maintenance - Assets,39627.99,0.0,TA Cost AUC - Programme
20/03/2025,Renewals of Roads,39597.41,0.0,TA Renewal of Roads - Capital
05/03/2025,ARRIVA MERSEYSIDE LIMITED,39536.32,0.0,Subsidies Private Se
25/03/2025,SR13 Smart Motorway Scheme,39525.21,0.0,TA Cost AUC - Programme
25/03/2025,#,39522.0,0.0,Support Services
20/03/2025,Safety,39521.54,0.0,TA Cost AUC - Programme
12/03/2025,Protocol HRE,39513.02,0.0,Contractor Costs
27/03/2025,TRAINING - MARCH 25 - KRV0001096,39490.0,0.0,IT SERVICE RUNNING COSTS
18/03/2025,Renewals of Structures,39449.64,0.0,TA Renewal of Structures - Capital
31/03/2025,Corporate Support Services,39443.54,0.0,TA Cost AUC – Non SRN
19/03/2025,Routine Maintenance,39372.38,0.0,RM Cost Reimbursable
21/03/2025,RC - HULL MPTC RENT,39363.3,0.0,RENT
28/03/2025,Corporate Support Other,39296.23,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Roads,39292.25,0.0,TA Renewal of Roads - Capital
21/03/2025,Renewals of Technology,39291.23,0.0,TA Cost AUC - Programme
19/03/2025,Renewals of Roads,39291.15,0.0,TA Renewal of Roads - Capital
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
18/03/2025,Customer Operations Traffic Management,39254.52,0.0,TA Cost AUC - Programme
26/03/2025,Protocol HRE,39242.35,0.0,Contractor Costs
19/03/2025,Landscape,39208.76,0.0,TA Cost AUC - Programme
19/03/2025,Renewals of Structures,39189.03,0.0,TA Renewal of Structures - Capital
10/03/2025,Renewals of Roads,39166.91,0.0,TA Renewal of Roads - Capital
28/03/2025,RIS 2 Schemes,39149.5,0.0,TA Cost AUC - Programme
24/03/2025,#,39100.6,0.0,Property Consultancy
26/03/2025,Safety,39072.41,0.0,TA Cost AUC - Programme
11/03/2025,#,39060.02,0.0,Machinery Maintenanc
24/03/2025,Renewals of Structures,39004.28,0.0,TA Renewal of Structures - Capital
06/03/2025,#,39000.0,0.0,IT Ser Running Costs
14/03/2025,VOL EXT. JANUARY 2025,39000.0,0.0,IT SERVICE RUNNING COSTS
12/03/2025,Annual Licences - Software,38963.51,0.0,Annual Licences - Software
21/03/2025,Renewals of Structures,38906.66,0.0,TA Renewal of Structures - Capital
31/03/2025,Renewals of Structures,38903.95,0.0,TA Renewal of Structures - Capital
17/03/2025,Renewals of Structures,38886.01,0.0,TA Renewal of Structures - Capital
18/03/2025,Corporate Support Ex Admin,38870.36,0.0,Management consultancies on admin projects
11/03/2025,#,38830.06,0.0,Car Tax & Insurance
11/03/2025,#,38830.06,0.0,Car Tax & Insurance
11/03/2025,#,38830.06,0.0,Car Tax & Insurance
11/03/2025,#,38830.06,0.0,Car Tax & Insurance
11/03/2025,#,38830.04,0.0,Vehicles Cap Cost
11/03/2025,#,38830.04,0.0,Vehicles Cap Cost
11/03/2025,#,38830.04,0.0,Vehicles Cap Cost
11/03/2025,#,38830.04,0.0,Vehicles Cap Cost
21/03/2025,RC - NEWPORT (GWENT) MPTC RENT,38800.35,0.0,RENT
19/03/2025,Routine Maintenance,38729.77,0.0,CM - Third Party Damage
14/03/2025,Renewals of Roads,38717.27,0.0,TA Renewal of Roads - Capital
24/03/2025,#,38700.0,0.0,Research
25/03/2025,Winter Maintenance - Assets,38688.42,0.0,TA Cost AUC - Programme
03/03/2025,#,38638.08,0.0,Mail Collection/Deli
13/03/2025,Routine Maintenance,38623.66,0.0,Contractor Costs
13/03/2025,Customer Operations Traffic Management,38614.5,0.0,TA Cost AUC - Programme
20/03/2025,Operate S274/S278,38529.79,0.0,Contractor Costs
18/03/2025,Corporate Support Services,38504.13,0.0,ICT Software Maintenance
24/03/2025,Renewals of Roads,38462.56,0.0,TA Renewal of Roads - Capital
24/03/2025,RIS 3 Development,38417.45,0.0,TA Cost AUC - Programme
26/03/2025,Innovation Operations,38400.0,0.0,TA Cost AUC – Non SRN
12/03/2025,Renewals of Structures,38384.35,0.0,TA Renewal of Structures - Capital
14/03/2025,#,38384.3,0.0,Research
27/03/2025,Corporate Support Services,38376.92,0.0,TA Cost AUC – Non SRN
18/03/2025,Renewals of Roads,38374.72,0.0,TA Renewal of Roads - Capital
24/03/2025,Renewals of Technology,38328.54,0.0,TA Cost AUC - Programme
11/03/2025,RIS 2 Schemes,38301.34,0.0,TA Cost AUC - Programme
11/03/2025,Surveyor Rates - February 2025,38297.38,0.0,Estate Service - Consult Lumpsum/Work
21/03/2025,Renewals of Structures,38295.48,0.0,TA Renewal of Structures - Capital
10/03/2025,Zap Vehicle Charging SFVG Feb 25 #38260,38260.0,0.0,CapGrtPriSec-P&NPISH
17/03/2025,Routine Maintenance,38210.06,0.0,RM Cost Reimbursable
20/03/2025,Water Quality,38202.29,0.0,TA Cost AUC - Programme
19/03/2025,RIS 2 Schemes,38165.01,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Structures,38154.73,0.0,TA Renewal of Structures - Capital
26/03/2025,Corporate Support Services,38128.52,0.0,TA Cost AUC – Non SRN
18/03/2025,Renewals of Structures,38075.39,0.0,TA Renewal of Structures - Capital
21/03/2025,Renewals of Technology,38070.78,0.0,TA Cost AUC - Programme
05/03/2025,SANDERS COACHES LTD,38022.66,0.0,Subsidies Private Se
06/03/2025,Feasibility,38000.2,0.0,TA Cost AUC - Programme
26/03/2025,Operate General Management Costs,37980.0,0.0,Contractor Costs
17/03/2025,Renewals of Roads,37954.09,0.0,TA Renewal of Roads - Capital
31/03/2025,Safety,37929.75,0.0,TA Cost AUC - Programme
28/03/2025,Corporate Support Services,37879.0,0.0,ICT Software Maintenance
24/03/2025,#,37873.0,0.0,Legal Consultancy
03/03/2025,Carbon,37847.58,0.0,TA Cost AUC - Programme
19/03/2025,RIS 2 Schemes,37827.83,0.0,TA Cost AUC - Programme
19/03/2025,Renewals of Structures,37824.32,0.0,TA Renewal of Structures - Capital
19/03/2025,Renewals of Roads,37816.88,0.0,Contractor Costs
24/03/2025,ORCS Surrey Heath 25% claim,37807.5,0.0,Cap Grt Loc Auth
19/03/2025,TM - Network Resilience,37796.33,0.0,TA Cost AUC - Programme
13/03/2025,Renewals of Roads,37782.75,0.0,TA Renewal of Roads - Capital
27/03/2025,#,37756.76,0.0,Computer equipment
19/03/2025,RIS 2 Schemes,37742.09,0.0,TA Cost AUC - Programme
19/03/2025,Building Rental,37728.0,0.0,Building Rental
28/03/2025,Renewals of Structures,37719.43,0.0,TA Renewal of Structures - Capital
28/03/2025,Renewals of Structures,37704.19,0.0,TA Renewal of Structures - Capital
19/03/2025,Renewals of Structures,37699.37,0.0,TA Renewal of Structures - Capital
07/03/2025,Routine Maintenance,37671.18,0.0,RM Cost Reimbursable
19/03/2025,Renewals of Roads,37661.72,0.0,TA Renewal of Roads - Capital
11/03/2025,Routine Maintenance,37571.29,0.0,CM - Lump Sum Fees
19/03/2025,Renewals of Roads,37532.53,0.0,TA Renewal of Roads - Capital
28/03/2025,#,37531.76,0.0,Research
19/03/2025,Renewals of Structures,37520.61,0.0,TA Renewal of Structures - Capital
20/03/2025,Renewals of Structures,37505.13,0.0,TA Renewal of Structures - Capital
20/03/2025,Renewals of Roads,37478.09,0.0,TA Renewal of Roads - Capital
18/03/2025,#,37368.3,0.0,Market&Comm Consul
13/03/2025,#,37363.31,0.0,Other Professional F
17/03/2025,#,37330.0,0.0,Research
27/03/2025,TM - Network Resilience,37322.45,0.0,TA Cost AUC - Programme
19/03/2025,RIS 2 Schemes,37321.83,0.0,TA Cost AUC - Programme
20/03/2025,Landscape,37316.1,0.0,TA Cost AUC - Programme
17/03/2025,Renewals of Technology,37303.83,0.0,TA Cost AUC - Programme
21/03/2025,Air Quality,37289.48,0.0,TA Cost AUC - Programme
11/03/2025,SR 9001239961,37259.59,0.0,Rent - L&B (non-PFI)
14/03/2025,Protocol Dart Charge,37219.0,0.0,Contractor Costs
31/03/2025,#,37202.7,0.0,Other Professional F
19/03/2025,Vehicle Repairs,37201.06,0.0,Vehicle Repairs
05/03/2025,Renewals of Technology,37200.0,0.0,TA Cost AUC - Programme
29/03/2025,Renewals of Technology,37200.0,0.0,TA Cost AUC - Programme
26/03/2025,29.01.24-28.02.25 Business Transformation Contractor,37191.0,0.0,Technical Services and Support
17/03/2025,RIS 1 Schemes,37185.96,0.0,TA Cost AUC - Programme
24/03/2025,RIS 2 Schemes,37173.9,0.0,TA Cost AUC - Programme
06/03/2025,RIS 2 Schemes,37073.82,0.0,TA Cost AUC - Programme
19/03/2025,Winter Maintenance - Assets,37061.77,0.0,TA Cost AUC - Programme
20/03/2025,Renewals of Structures,36980.12,0.0,TA Renewal of Structures - Capital
19/03/2025,Renewals of Roads,36908.14,0.0,TA Renewal of Roads - Capital
21/03/2025,Renewals of Roads,36894.22,0.0,TA Renewal of Roads - Capital
24/03/2025,RIS 1 Schemes,36894.09,0.0,TA Cost AUC - Programme
19/03/2025,Renewals of Structures,36832.49,0.0,TA Renewal of Structures - Capital
24/03/2025,Renewals of Roads,36814.36,0.0,TA Renewal of Roads - Capital
31/03/2025,Noise,36712.99,0.0,TA Cost AUC - Programme
31/03/2025,Renewals of Structures,36700.2,0.0,TA Renewal of Structures - Capital
17/03/2025,Renewals of Structures,36677.02,0.0,TA Renewal of Structures - Capital
18/03/2025,Renewals of Roads,36656.27,0.0,TA Renewal of Roads - Capital
21/03/2025,Renewals of Roads,36634.34,0.0,TA Renewal of Roads - Capital
28/03/2025,#,36610.0,0.0,Research
24/03/2025,Renewals of Roads,36554.63,0.0,TA Renewal of Roads - Capital
14/03/2025,Renewals of Roads,36538.36,0.0,TA Renewal of Roads - Capital
24/03/2025,RIS 2 Schemes,36526.6,0.0,TA Cost AUC - Programme
27/03/2025,Aerobility Q4 January to March 2025,36513.5,0.0,CurrGrtPriSec-P&NPIS
26/03/2025,Protocol HRE,36495.85,0.0,Contractor Costs
12/03/2025,Provide Technical Support to Project Team,36480.0,0.0,Transport  Consult
21/03/2025,Renewals of Roads,36436.37,0.0,TA Renewal of Roads - Capital
13/03/2025,Corporate Support Services,36431.87,0.0,Contractor Costs
11/03/2025,"""Mobility Centres -Add grant Mar2025 (#372,538.88)",36424.09,0.0,CurrGrtPriSec-P&NPIS
25/03/2025,Renewals of Structures,36336.16,0.0,TA Renewal of Structures - Capital
19/03/2025,RIS 2 Schemes,36315.14,0.0,TA Cost AUC - Programme
20/03/2025,Safety,36288.98,0.0,TA Cost AUC - Programme
11/03/2025,Complex Transactions Support,36234.0,0.0,Professional Services
27/03/2025,Corporate Support Services,36229.06,0.0,ICT Hardware Maintenance
21/03/2025,Renewals of Roads,36196.78,0.0,TA Renewal of Roads - Capital
20/03/2025,Landscape,36140.57,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Roads,36140.45,0.0,TA Renewal of Roads - Capital
26/03/2025,Landscape,36106.58,0.0,TA Cost AUC - Programme
18/03/2025,Renewals of Technology,36082.57,0.0,TA Cost AUC - Programme
27/03/2025,Corporate Support Services,36080.5,0.0,Contractor Costs
11/03/2025,"""Mobility Centres -Add grant Mar2025 (#372,538.88)",36018.0,0.0,CurrGrtPriSec-P&NPIS
25/03/2025,#,36000.0,0.0,Small Software
18/03/2025,Insignia Crisis and Reputation Management Limited,36000.0,0.0,Professional Services
28/03/2025,Kick Off Design Principles Workshop,36000.0,0.0,Management Consultancy
25/03/2025,Renewals of Technology,36000.0,0.0,TA Cost AUC – Non SRN
26/03/2025,Improvement Works (Non Cap),35996.21,0.0,Improvement Works (Non Cap)
19/03/2025,Winter Maintenance - Assets,35989.85,0.0,TA Cost AUC - Programme
31/03/2025,Renewals of Technology,35921.46,0.0,TA Cost AUC - Programme
19/03/2025,Renewals of Roads,35915.15,0.0,TA Renewal of Roads - Capital
24/03/2025,Renewals of Roads,35912.84,0.0,TA Renewal of Roads - Capital
11/03/2025,CONTRACTOR FEES PROCESSED WEEK ENDING 02/03/2025,35903.31,0.0,AGENCY STAFF COSTS
19/03/2025,Renewals of Structures,35895.5,0.0,TA Renewal of Structures - Capital
27/03/2025,Auc - Leasehold Improvements,35825.0,0.0,Auc - Leasehold Improvements
13/03/2025,Integration,35784.04,0.0,TA Cost AUC - Programme
20/03/2025,Renewals of Roads,35781.69,0.0,TA Renewal of Roads - Capital
27/03/2025,#,35751.56,0.0,Financial Consultanc
28/03/2025,Lubes Reimbursement,35726.52,0.0,ETV - Ancillary Costs
31/03/2025,Planners 02022025-28022025,35708.71,0.0,Commercial Partner: Non staffing
05/03/2025,Building Rental,35633.11,0.0,Building Rental
10/03/2025,Renewals of Roads,35503.92,0.0,TA Renewal of Roads - Capital
31/03/2025,Sevington IBF Legacy Costs 2025,35500.0,0.0,CurrGrt LAs out AEF/
18/03/2025,Railway Systems HRS12 Overhead Catenary System (OCS) Contract,35457.9,0.0,AUC - Phase 1
06/03/2025,RIS 2 Schemes,35372.67,0.0,TA Cost AUC - Programme
05/03/2025,D and G BUS LTD,35369.46,0.0,Subsidies Private Se
23/03/2025,#,35366.6,0.0,Mail Collection/Deli
03/03/2025,Routine Maintenance,35363.02,0.0,PFI Service Payments
13/03/2025,Safety,35361.52,0.0,TA Cost AUC - Programme
19/03/2025,Routine Maintenance,35361.47,0.0,CM - Lump Sum Fees
28/03/2025,#,35300.0,0.0,Transport  Consult
28/03/2025,Renewals of Structures,35271.13,0.0,TA Renewal of Structures - Capital
13/03/2025,Corporate Support Services,35214.88,0.0,Contractor Costs
20/03/2025,Renewals of Roads,35183.65,0.0,TA Renewal of Roads - Capital
01/03/2025,BAU 171 GIS Managed Service Ongoing Support 2024-25,35180.0,0.0,IT - Outsource
14/03/2025,Winter Maintenance - Assets,35176.77,0.0,TA Cost AUC - Programme
26/03/2025,Renewals of Roads,35171.52,0.0,TA Renewal of Roads - Capital
07/03/2025,Systems Delivery - S&C Design Contract,35169.53,0.0,AUC - Phase 1
12/03/2025,Renewals of Structures,35164.63,0.0,TA Renewal of Structures - Capital
04/03/2025,Feasibility,35146.2,0.0,TA Cost AUC - Programme
14/03/2025,Routine Maintenance,35144.29,0.0,CM - Third Party Damage
05/03/2025,COMPASS TRAVEL (SUSSEX) LTD,35122.48,0.0,Subsidies Private Se
21/03/2025,RC - CAMBRIDGE BROOKMOUNT DTC RENT,35037.5,0.0,RENT
27/03/2025,ECC UK SFVG Feb 25 #35000,35000.0,0.0,CapGrtPriSec-P&NPISH
17/03/2025,PROFESSIONAL FEES - DVSA015CRC VOL PHP,35000.0,0.0,IT SERVICE RUNNING COSTS
31/03/2025,Corporate Support Services,34976.37,0.0,RCU Pension costs
31/03/2025,Membership Period 02042025-01042026,34964.4,0.0,Memberships & Subscriptions
21/03/2025,Renewals of Roads,34945.63,0.0,TA Renewal of Roads - Capital
10/03/2025,Renewals of Structures,34923.06,0.0,TA Renewal of Structures - Capital
24/03/2025,Renewals of Roads,34910.83,0.0,TA Renewal of Roads - Capital
13/03/2025,Routine Maintenance,34882.75,0.0,RM Cost Reimbursable
12/03/2025,THEORY TEST SERVICE DURING 01.02.2025 - 28.02.2025,34881.25,0.0,COMPUTER EQUIPMENT SERVICE CHARGE
19/03/2025,Corporate Support Services,34871.64,0.0,TA Cost AUC – Non SRN
03/03/2025,Routine Maintenance,34848.99,0.0,CM - Time Based Charges
31/03/2025,#,34843.39,0.0,Mail Collection/Deli
13/03/2025,Routine Maintenance,34833.61,0.0,CM - Lump Sum Fees
21/03/2025,#,34826.86,0.0,Transport  Consult
19/03/2025,Relates to BTP temp recruitment costs,34819.42,0.0,Professional Fees
24/03/2025,Renewals of Structures,34804.29,0.0,TA Renewal of Structures - Capital
20/03/2025,Renewals of Roads,34789.85,0.0,TA Renewal of Roads - Capital
21/03/2025,Corporate Support Services,34776.8,0.0,TA Cost AUC – Non SRN
05/03/2025,Routine Maintenance,34767.03,0.0,CM - Lump Sum Fees
24/03/2025,#,34732.2,0.0,Non Stock Machine Co
24/03/2025,Legal Services,34666.12,0.0,Other Prosecution Costs
10/03/2025,Non-CPO L&P Payments HS2,34665.4,0.0,Non-CPO L&P Payments HS2
21/03/2025,MUSTANG MACH-E GT - VN73AAX,34609.17,0.0,TESTING/TRAINING- CAR HIRE VEHICLE
27/03/2025,CAA STEM Outreach January 2025,34595.55,0.0,Curr Grt Other CG Bo
05/03/2025,Corporate Support Services,34560.0,0.0,TA Cost AUC – Non SRN
27/03/2025,Corporate Support Services,34508.17,0.0,TA Cost AUC – Non SRN
19/03/2025,Renewals of Structures,34448.84,0.0,TA Renewal of Structures - Capital
21/03/2025,Renewals of Structures,34341.48,0.0,TA Renewal of Structures - Capital
27/03/2025,Operate General Management Costs,34320.0,0.0,TA Cost AUC – Non SRN
11/03/2025,#,34308.29,0.0,Support Services
27/03/2025,Renewals of Roads,34303.63,0.0,TA Renewal of Roads - Capital
25/03/2025,FUEL SPEND - FEBRUARY 2025,34269.87,0.0,CARS FUEL
14/03/2025,#,34239.4,0.0,Research
31/03/2025,Renewals of Structures,34237.21,0.0,TA Renewal of Structures - Capital
27/03/2025,#,34224.0,0.0,Training
07/03/2025,#,34201.72,0.0,Support Services
18/03/2025,Renewals of Roads,34174.49,0.0,TA Renewal of Roads - Capital
21/03/2025,Renewals of Roads,34170.94,0.0,TA Renewal of Roads - Capital
25/03/2025,St Athan Flying Charge February 2025,34136.84,0.0,Aviation Fuel Charge
03/03/2025,Renewals of Roads,34122.09,0.0,TA Renewal of Roads - Capital
18/03/2025,RIS 2 Schemes,34103.5,0.0,TA Cost AUC - Programme
17/03/2025,RIS 2 Schemes,34101.46,0.0,TA Cost AUC - Programme
05/03/2025,BOWERS COACHES LTD,34080.04,0.0,Subsidies Private Se
20/03/2025,Renewals of Roads,34078.02,0.0,TA Renewal of Roads - Capital
19/03/2025,#,34064.87,0.0,Building Service Cha
05/03/2025,CENTRAL BUSINESS TRAVEL SERVICES ,34047.11,0.0,Travel Expenses UK
26/03/2025,Renewals of Roads,34043.64,0.0,TA Renewal of Roads - Capital
10/03/2025,Non MA,34040.26,0.0,Prepaid expenses - admin
26/03/2025,#,34008.0,0.0,Research
25/03/2025,Renewals of Roads,34004.0,0.0,TA Renewal of Roads - Capital
18/03/2025,MCA TO-68 Kingsbridge Leasehold Improvement,34000.99,0.0,New Assets for Capitalisation
13/03/2025,Corporate Support Services,34000.0,0.0,ICT Software Maintenance
13/03/2025,Carbon,33991.79,0.0,TA Cost AUC - Programme
13/03/2025,MAINTENANCE AND REPAIRS OF EQUIPMENT,33986.83,0.0,TRAFFIC WEIGHING EQUIPMENT
21/03/2025,Carbon,33981.02,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Structures,33941.03,0.0,TA Renewal of Structures - Capital
11/03/2025,#,33890.04,0.0,Government Broker Co
24/03/2025,#,33862.82,0.0,Mail Collection/Deli
31/03/2025,#,33829.68,0.0,Mail Collection/Deli
20/03/2025,Renewals of Roads,33803.18,0.0,TA Renewal of Roads - Capital
28/03/2025,Renewals of Structures,33800.13,0.0,TA Renewal of Structures - Capital
20/03/2025,Landscape,33799.93,0.0,TA Cost AUC - Programme
31/03/2025,Water Quality,33760.29,0.0,TA Cost AUC - Programme
11/03/2025,Corporate Support Services,33713.52,0.0,ICT Other costs
25/03/2025,Renewals of Technology,33696.62,0.0,TA Cost AUC – Non SRN
24/03/2025,Renewals of Roads,33685.75,0.0,TA Renewal of Roads - Capital
25/03/2025,#,33629.4,0.0,Support Services
13/03/2025,9th purchase of 400 Exam Licences,33600.0,0.0,Software Maintenance
19/03/2025,Renewals of Structures,33587.29,0.0,TA Renewal of Structures - Capital
24/03/2025,Renewals of Roads,33565.66,0.0,TA Renewal of Roads - Capital
26/03/2025,#,33500.26,0.0,Financial Consultanc
13/03/2025,FAST STREAM PROGRAMME COSTS - Q3 & Q4,33496.0,0.0,TRAINING
04/03/2025,RIS 2 Schemes,33464.8,0.0,TA Cost AUC - Programme
07/03/2025,RIS 2 Schemes,33464.8,0.0,TA Cost AUC - Programme
27/03/2025,It Hardware Purch (Noncap),33403.2,0.0,It Hardware Purch (Noncap)
28/03/2025,Renewals of Structures,33395.39,0.0,TA Renewal of Structures - Capital
21/03/2025,Renewals of Structures,33386.07,0.0,TA Renewal of Structures - Capital
31/03/2025,#,33351.6,0.0,Software Licence & Support
26/03/2025,#,33325.5,0.0,Legal Consultancy
21/03/2025,Renewals of Technology,33307.65,0.0,TA Cost AUC - Programme
26/03/2025,Routine Maintenance,33255.24,0.0,TA Cost AUC - Programme
19/03/2025,Renewals of Roads,33193.77,0.0,TA Renewal of Roads - Capital
25/03/2025,Legal/Counsels fees - 17/03/25,33188.44,0.0,Treasury Solicitors
19/03/2025,RIS 2 Schemes,33174.75,0.0,TA Cost AUC - Programme
22/03/2025,#,33171.14,0.0,GR/IR  Non Sec stock
31/03/2025,Renewals of Technology,33124.36,0.0,TA Cost AUC - Programme
15/03/2025,Corporate Support Services,33110.54,0.0,TA Cost AUC – Non SRN
26/03/2025,Renewals of Roads,33109.37,0.0,TA Renewal of Roads - Capital
07/03/2025,#,33100.0,0.0,Childcare Voucher Co
18/03/2025,#,33073.2,0.0,Financial Consultanc
11/03/2025,Routine Maintenance,33058.06,0.0,CM - Lump Sum Fees
18/03/2025,RIS 1 Schemes,33051.17,0.0,TA Cost AUC - Programme
31/03/2025,Renewals of Structures,33048.53,0.0,TA Renewal of Structures - Capital
31/03/2025,Corporate Support Other,33036.24,0.0,Legal Costs
25/03/2025,Corporate Support Services,32976.0,0.0,ICT Hardware Maintenance
26/03/2025,Major & Barnes - 25/03/25 to 23/06/25,32937.5,0.0,Rent - L&B (non-PFI)
25/03/2025,Account Management March 2025,32904.0,0.0,Marketing & Communications Consultancy
21/03/2025,RC - SWANSEA MPTC RENT.,32792.42,0.0,RENT
26/03/2025,Renewals of Structures,32779.48,0.0,TA Renewal of Structures - Capital
17/03/2025,#,32732.3,0.0,Legal Consultancy
14/03/2025,RIS 2 Schemes,32727.6,0.0,TA Cost AUC - Programme
18/03/2025,Routine Maintenance,32720.91,0.0,RM Cost Reimbursable
04/03/2025,Northern Train Ltd Grant Payment January 2025 Inv,32719.61,0.0,Cap Grt Pri Sec-Cos.
